,PlayId,isHomeTeam,X,Y,S,A,Orientation,Dir,Season,Quarter,PossessionTeamAbbrCode,Down,Distance,HomeScoreBeforePlay,VisitorScoreBeforePlay,IsPossTeamInLead,DefendersInTheBox,isPlayDirectionLeft,TimeSnapDiff,YardsToTouchdown,PlayerHeightInches,PlayerWeight,Age,PlayerCollegeNameCode,HomeTeamAbbrCode,VisitorTeamAbbrCode,Week,StadiumTypeCode,TurfCode,isFirstDown,Centers,Cornerbacks,DefensiveEnds,DefensiveTackles,LineBackers,NoseTackles,OffensiveGuards,Safeties,TightEnds,DistanceBins
10,20170907000917,0,96.73,23.79,4.34,2.11,3.53,89.94,2017,1,16,2,9,7,0,1,7,0,1.0,9,71,216,22,35,21,16,1,1,2,0,1,3,1,2,2,0,1,3,1,2
11,20170907001004,1,88.63,29.13,2.82,2.79,177.73,286.41,2017,1,21,1,10,7,7,0,6,1,0.0,75,71,210,26,26,21,16,1,1,2,0,1,3,2,1,1,1,2,3,1,2
12,20170907001156,1,29.07,19.68,5.47,4.15,148.12,193.99,2017,1,21,2,5,7,7,0,6,1,1.0,12,70,205,25,18,21,16,1,1,2,0,1,3,3,1,1,1,2,2,1,1
13,20170907001177,1,21.94,22.71,2.39,1.68,180.2,292.46,2017,1,21,3,1,7,7,0,7,1,1.0,8,70,205,25,18,21,16,1,1,2,0,1,3,3,1,1,1,2,2,1,1
14,20170907001376,1,27.02,19.57,6.28,2.93,55.04,155.43,2017,2,21,2,6,10,7,0,7,0,1.0,78,71,210,26,26,21,16,1,1,2,0,1,2,3,1,2,1,2,2,2,2
15,20170907001488,1,69.04,27.93,5.24,2.11,312.76,25.2,2017,2,21,1,10,10,7,0,7,0,1.0,36,71,210,26,26,21,16,1,1,2,1,1,2,3,2,2,0,2,2,2,2
16,20170907001509,1,83.04,34.24,5.34,2.61,329.15,20.06,2017,2,21,1,10,10,7,0,7,0,1.0,20,71,210,26,26,21,16,1,1,2,0,1,2,3,2,2,0,2,2,2,2
17,20170907001530,1,94.78,31.28,4.25,2.51,353.66,70.5,2017,2,21,2,1,10,7,0,8,0,1.0,11,71,210,26,26,21,16,1,1,2,1,1,2,2,3,2,0,2,2,2,1
18,20170907001551,1,97.34,24.95,5.03,1.01,66.22,153.78,2017,2,21,1,7,10,7,0,9,0,2.0,7,71,210,26,26,21,16,1,1,2,0,1,2,2,2,2,1,2,2,2,2
19,20170907001605,1,103.24,27.03,5.04,1.66,322.47,53.09,2017,2,21,1,2,10,7,0,11,0,2.0,2,71,210,26,26,21,16,1,1,2,1,1,1,2,2,3,1,2,2,2,1
20,20170907001664,0,91.5,30.7,4.64,3.01,230.16,347.43,2017,2,16,1,10,17,7,1,7,1,2.0,77,71,216,22,35,21,16,1,1,2,0,1,2,1,3,3,0,1,2,1,2
21,20170907001819,1,46.13,30.63,2.99,2.27,15.64,116.79,2017,2,21,1,10,17,7,0,6,0,1.0,60,68,195,26,47,21,16,1,1,2,0,1,3,3,0,1,1,2,3,1,2
22,20170907001955,0,110.13,25.1,5.2,3.2,224.29,356.28,2017,2,16,1,14,17,7,1,6,1,1.0,96,71,216,22,35,21,16,1,1,2,0,1,3,1,2,2,0,1,3,1,3
23,20170907002430,0,89.83,29.78,4.8,2.37,204.09,309.62,2017,3,16,1,10,17,14,1,7,1,2.0,75,71,216,22,35,21,16,1,1,2,1,1,2,1,2,2,0,1,4,1,2
24,20170907002648,1,32.75,34.07,5.18,1.67,315.77,42.35,2017,3,21,1,10,17,14,0,7,0,1.0,72,71,210,26,26,21,16,1,1,2,0,1,3,3,1,1,0,2,3,1,2
25,20170907002669,1,35.1,28.59,3.96,2.72,25.19,129.05,2017,3,21,2,8,17,14,0,7,0,2.0,70,71,210,26,26,21,16,1,1,2,0,1,2,3,1,2,1,2,2,2,2
26,20170907002829,1,30.11,31.96,4.52,2.55,349.89,71.91,2017,3,21,2,10,17,21,1,7,0,1.0,75,71,210,26,26,21,16,1,1,2,0,1,2,3,1,2,1,2,2,2,2
27,20170907002900,1,50.84,28.6,3.0,2.58,332.71,38.72,2017,3,21,2,10,17,21,1,6,0,1.0,54,68,195,26,47,21,16,1,1,2,0,1,3,3,1,1,0,2,3,1,2
28,20170907002961,0,100.73,27.25,4.41,0.99,198.09,322.8,2017,3,16,1,10,17,21,0,8,1,1.0,86,71,216,22,35,21,16,1,1,2,0,1,2,1,3,3,0,1,2,1,2
29,20170907003138,1,105.2,27.63,4.17,0.9,26.77,117.93,2017,3,21,1,1,17,21,1,10,0,1.0,1,71,210,26,26,21,16,1,1,2,0,1,1,2,2,3,1,2,2,2,1
30,20170907003161,1,104.86,22.44,4.77,2.83,26.07,127.05,2017,3,21,2,1,17,21,1,9,0,1.0,1,71,210,26,26,21,16,1,1,2,1,1,1,2,2,3,1,2,2,2,1
31,20170907003261,0,103.81,30.67,1.96,3.33,188.05,280.23,2017,3,16,2,12,24,21,1,7,1,1.0,89,71,216,22,35,21,16,1,1,2,0,1,3,1,2,2,0,1,3,1,3
32,20170907003444,1,87.49,33.96,5.29,2.46,321.17,45.67,2017,3,21,1,10,24,21,0,7,0,2.0,18,70,205,25,18,21,16,1,1,2,0,1,3,3,1,1,0,2,3,1,2
33,20170907003465,1,94.67,29.1,3.82,1.88,10.03,86.23,2017,3,21,2,3,24,21,0,7,0,1.0,11,70,205,25,18,21,16,1,1,2,1,1,3,3,1,1,0,2,3,1,1
34,20170907003507,1,98.58,34.85,5.86,3.24,319.89,10.86,2017,3,21,2,4,24,21,0,8,0,2.0,4,70,205,25,18,21,16,1,1,2,0,1,3,3,2,1,0,2,2,1,1
35,20170907003635,0,110.34,26.41,3.92,2.61,166.19,314.37,2017,3,16,1,15,27,21,1,7,1,1.0,95,71,216,22,35,21,16,1,1,2,0,1,2,1,2,2,0,1,4,2,3
36,20170907003874,1,52.93,31.15,3.85,1.14,172.21,287.03,2017,4,21,4,1,27,28,1,10,1,1.0,40,71,210,26,26,21,16,1,1,2,0,1,1,2,2,3,1,2,2,2,1
37,20170907004025,1,100.82,31.12,3.88,1.54,177.72,278.05,2017,4,21,1,10,27,28,1,8,1,2.0,87,70,215,27,42,21,16,1,1,2,0,1,2,2,1,1,1,2,4,2,2
38,20170907004046,1,99.41,24.25,6.42,1.23,137.57,211.61,2017,4,21,2,8,27,28,1,7,1,1.0,85,70,215,27,42,21,16,1,1,2,1,1,2,2,1,1,1,2,4,2,2
39,20170907004182,0,53.21,26.0,3.22,2.07,325.11,58.43,2017,4,16,2,1,27,28,0,7,0,2.0,51,71,216,22,35,21,16,1,1,2,1,1,2,1,3,2,0,1,3,2,1
40,20170907004314,0,100.45,20.38,5.97,2.94,6.8,171.47,2017,4,16,1,4,27,28,0,8,0,2.0,4,71,216,22,35,21,16,1,1,2,1,1,3,1,2,2,0,1,3,1,1
41,20170907004465,0,24.8,30.22,4.99,3.75,350.12,7.5,2017,4,16,1,10,27,35,0,9,0,1.0,79,71,216,22,35,21,16,1,1,2,1,1,2,2,3,2,0,1,2,3,2
42,20170907004486,0,83.64,27.05,4.69,3.04,47.05,137.34,2017,4,16,1,10,27,35,0,9,0,1.0,21,70,205,26,51,21,16,1,1,2,1,1,2,2,3,2,0,1,2,2,2
43,20170907004622,0,62.55,26.4,4.83,2.05,42.26,143.07,2017,4,16,1,10,27,42,0,9,0,1.0,42,71,216,22,35,21,16,1,1,2,0,1,2,2,3,2,0,1,2,2,2
44,20170907004660,0,65.42,20.58,4.96,2.24,35.58,139.64,2017,4,16,2,8,27,42,0,8,0,1.0,40,71,216,22,35,21,16,1,1,2,0,1,2,2,3,2,0,1,2,2,2
45,20170907004721,0,74.09,22.88,3.33,2.25,313.31,60.8,2017,4,16,3,1,27,42,0,8,0,2.0,33,71,216,22,35,21,16,1,1,2,1,1,2,2,3,2,0,1,2,1,1
46,20170910000081,1,90.65,27.13,5.84,3.86,229.29,327.14,2017,1,4,2,10,0,0,0,6,1,1.0,75,71,210,29,47,4,24,1,1,2,0,1,2,3,0,2,1,2,3,2,2
47,20170910000263,1,42.45,24.93,3.28,3.03,163.64,250.5,2017,1,4,2,6,0,0,0,6,1,1.0,28,71,210,29,47,4,24,1,1,2,0,1,2,3,0,2,1,2,3,1,2
48,20170910000305,1,30.09,27.13,4.88,3.15,227.25,309.89,2017,1,4,1,10,0,0,0,7,1,1.0,15,71,210,29,47,4,24,1,1,2,1,1,2,3,1,3,0,2,2,2,2
49,20170910000626,1,79.48,32.78,4.98,3.34,199.76,322.01,2017,1,4,1,15,0,0,0,6,1,2.0,64,71,210,29,47,4,24,1,1,2,0,1,2,3,0,2,1,2,3,1,3
50,20170910000882,1,92.74,32.75,4.74,2.05,202.75,322.48,2017,1,4,1,10,0,0,0,7,1,2.0,77,71,210,29,47,4,24,1,1,2,0,1,2,3,0,3,1,2,2,1,2
51,20170910000978,1,73.87,31.85,4.8,3.31,197.9,304.52,2017,1,4,2,4,0,0,0,7,1,2.0,58,71,210,29,47,4,24,1,1,2,0,1,2,3,1,3,0,2,2,1,1
52,20170910001020,1,48.59,22.95,3.48,3.26,319.25,22.92,2017,2,4,3,3,0,0,0,6,0,1.0,57,71,210,29,47,4,24,1,1,2,1,1,2,2,0,4,0,2,3,1,1
53,20170910001123,1,96.89,31.91,3.92,2.65,344.99,70.98,2017,2,4,1,8,0,0,0,7,0,1.0,8,71,210,29,47,4,24,1,1,2,0,1,2,2,0,4,1,2,2,3,2
54,20170910001522,1,65.3,32.7,5.02,3.69,318.34,44.61,2017,2,4,1,10,7,3,0,7,0,2.0,40,71,210,29,47,4,24,1,1,2,1,1,2,2,0,4,1,2,2,2,2
55,20170910001543,1,85.28,26.39,5.45,3.19,52.15,148.26,2017,2,4,1,10,7,3,0,7,0,2.0,20,71,210,29,47,4,24,1,1,2,0,1,2,3,0,3,1,2,2,1,2
56,20170910001689,0,79.16,28.45,2.55,3.01,172.53,244.68,2017,2,24,2,10,7,3,1,6,1,1.0,64,70,204,28,60,4,24,1,1,2,0,1,3,2,2,2,0,2,2,1,2
57,20170910001738,0,64.32,27.58,2.99,2.32,163.25,223.57,2017,2,24,1,10,7,3,1,6,1,1.0,49,70,204,28,60,4,24,1,1,2,0,1,3,2,2,2,0,2,2,1,2
58,20170910001770,0,56.11,22.0,2.98,2.56,205.49,320.52,2017,2,24,1,10,7,3,1,6,1,1.0,41,70,204,28,60,4,24,1,1,2,0,1,3,2,2,2,0,2,2,1,2
59,20170910002211,0,29.98,22.23,3.04,1.67,2.48,100.35,2017,3,24,1,10,7,6,1,6,0,1.0,75,70,204,28,60,4,24,1,1,2,0,1,3,2,2,2,0,2,2,1,2
60,20170910002293,0,43.06,22.26,1.45,2.7,5.35,126.76,2017,3,24,1,10,7,6,1,6,0,1.0,62,74,218,31,81,4,24,1,1,2,0,1,3,2,2,2,0,2,2,1,2
61,20170910002384,1,83.64,20.75,4.76,3.07,134.61,226.33,2017,3,4,1,10,7,6,0,7,1,1.0,68,71,210,29,47,4,24,1,1,2,0,1,2,2,0,4,1,2,2,2,2
62,20170910002477,0,26.25,22.45,1.37,2.78,14.05,136.58,2017,3,24,1,10,7,6,1,7,0,1.0,79,74,218,31,81,4,24,1,1,2,0,1,3,2,2,2,0,2,2,0,2
63,20170910002577,1,80.13,26.69,5.13,3.64,225.59,327.06,2017,3,4,1,10,7,6,0,7,1,1.0,64,71,210,29,47,4,24,1,1,2,0,1,2,2,0,4,1,2,2,2,2
64,20170910002631,1,32.29,26.75,5.25,3.57,227.99,312.55,2017,3,4,1,10,7,6,0,7,1,2.0,17,71,210,29,47,4,24,1,1,2,0,1,2,3,1,3,0,2,2,1,2
65,20170910002754,0,30.21,31.62,3.65,2.61,355.55,82.88,2017,3,24,1,10,14,6,1,7,0,1.0,75,74,218,31,81,4,24,1,1,2,0,1,2,2,2,3,0,2,2,1,2
66,20170910002891,0,74.69,23.0,3.49,3.0,336.37,38.22,2017,3,24,1,10,14,6,1,6,0,1.0,31,70,204,28,60,4,24,1,1,2,0,1,3,2,2,2,0,2,2,1,2
67,20170910003180,1,94.54,30.51,3.38,2.48,152.63,227.18,2017,3,4,2,10,14,12,0,6,1,1.0,80,71,210,29,47,4,24,1,1,2,0,1,2,3,0,2,1,2,3,1,2
68,20170910003275,1,51.88,26.77,5.27,3.97,30.18,127.81,2017,4,4,2,9,14,12,0,6,0,1.0,53,71,210,29,47,4,24,1,1,2,1,1,2,3,0,2,1,2,3,1,2
69,20170910003350,1,101.35,32.66,5.01,3.57,311.92,39.91,2017,4,4,1,4,14,12,0,7,0,1.0,4,71,210,29,47,4,24,1,1,2,0,1,2,2,1,4,0,2,2,2,1
70,20170910003454,0,96.22,25.04,2.71,1.16,170.35,286.22,2017,4,24,2,8,21,12,1,7,1,2.0,81,70,204,28,60,4,24,1,1,2,0,1,2,2,2,3,0,2,2,1,2
71,20170910003475,0,94.83,24.7,2.71,3.32,155.44,238.9,2017,4,24,3,7,21,12,1,7,1,1.0,80,70,204,28,60,4,24,1,1,2,1,1,3,2,1,3,0,2,2,1,2
72,20170910003531,0,79.77,22.47,3.27,3.09,208.69,315.3,2017,4,24,2,6,21,12,1,6,1,1.0,65,74,218,31,81,4,24,1,1,2,0,1,3,2,2,2,0,2,2,1,2
73,20170910003608,1,9.06,27.54,4.44,2.66,16.92,114.55,2017,4,4,1,10,21,12,0,7,0,2.0,96,71,210,29,47,4,24,1,1,2,0,1,2,3,1,3,0,2,2,2,2
74,20170910003629,1,10.15,27.17,3.45,2.23,332.15,79.87,2017,4,4,2,8,21,12,0,7,0,1.0,94,71,210,29,47,4,24,1,1,2,0,1,2,3,1,3,0,2,2,1,2
75,20170910003857,1,27.93,27.02,5.13,2.78,37.4,137.76,2017,4,4,1,10,21,12,0,6,0,2.0,77,71,210,29,47,4,24,1,1,2,0,1,2,3,0,2,1,2,3,1,2
76,20170910003878,1,30.76,27.65,5.36,4.24,317.16,10.58,2017,4,4,2,5,21,12,0,6,0,1.0,72,71,210,29,47,4,24,1,1,2,0,1,2,3,0,2,1,2,3,1,1
77,20170910004196,1,34.18,25.95,4.22,2.57,346.66,71.46,2017,4,4,1,10,21,12,0,7,0,2.0,71,71,210,29,47,4,24,1,1,2,0,1,2,3,1,3,0,2,2,2,2
78,20170910004249,1,26.96,23.77,5.04,1.8,31.64,137.41,2017,4,4,2,17,21,12,0,8,0,1.0,78,71,210,29,47,4,24,1,1,2,0,1,1,2,1,4,1,2,2,3,4
79,20170910010071,0,11.83,24.07,6.32,2.88,4.31,160.19,2017,1,2,1,10,0,0,0,5,0,1.0,92,68,206,25,57,6,2,1,1,1,0,1,3,0,1,4,1,2,2,1,2
80,20170910010164,0,54.88,28.33,6.04,3.84,324.85,29.47,2017,1,2,1,10,0,0,0,7,0,1.0,49,73,210,24,92,6,2,1,1,1,0,1,2,0,2,4,1,2,2,2,2
81,20170910010209,0,62.55,31.06,2.07,1.96,332.81,84.51,2017,1,2,3,4,0,0,0,6,0,1.0,43,68,206,25,57,6,2,1,1,1,1,1,3,0,2,4,0,2,2,1,1
82,20170910010254,0,75.03,18.43,4.51,3.36,35.68,135.97,2017,1,2,2,3,0,0,0,6,0,1.0,31,68,206,25,57,6,2,1,1,1,0,1,2,1,2,4,0,2,2,1,1
83,20170910010275,0,77.16,21.84,3.66,0.87,15.08,103.3,2017,1,2,3,1,0,0,0,7,0,1.0,29,73,210,24,92,6,2,1,1,1,0,1,2,1,2,4,0,2,2,3,1
84,20170910010354,1,88.57,33.52,3.46,4.44,196.46,283.29,2017,1,6,1,10,0,3,1,8,1,2.0,74,72,224,22,92,6,2,1,1,1,0,0,2,1,1,4,1,3,2,2,2
85,20170910010475,0,34.13,25.17,5.75,2.97,5.95,144.57,2017,1,2,2,10,0,3,0,7,0,1.0,70,68,206,25,57,6,2,1,1,1,0,1,2,0,2,4,1,2,2,1,2
86,20170910010624,1,91.66,30.19,6.27,0.93,213.76,329.26,2017,1,6,1,10,0,3,1,7,1,1.0,77,72,224,22,92,6,2,1,1,1,1,0,2,2,1,4,0,3,2,1,2
87,20170910010753,1,65.43,32.82,5.55,2.16,228.3,335.36,2017,1,6,2,10,0,3,1,7,1,1.0,49,66,191,22,106,6,2,1,1,1,1,0,2,2,0,4,1,3,2,1,2
88,20170910010774,1,47.79,29.6,3.47,1.23,159.35,233.37,2017,1,6,1,10,0,3,1,6,1,1.0,34,72,224,22,92,6,2,1,1,1,0,0,3,2,1,2,1,3,2,1,2
89,20170910010887,0,89.1,27.07,4.93,2.8,179.92,248.73,2017,2,2,1,10,3,3,0,7,1,2.0,75,73,210,24,92,6,2,1,1,1,0,1,2,1,1,4,1,2,2,2,2
90,20170910010908,0,84.33,30.63,5.67,1.19,223.51,322.08,2017,2,2,2,5,3,3,0,7,1,1.0,70,73,210,24,92,6,2,1,1,1,0,1,2,1,1,4,1,2,2,2,1
91,20170910011140,0,79.32,34.37,6.2,1.83,223.6,322.62,2017,2,2,1,10,3,3,0,7,1,1.0,65,68,206,25,57,6,2,1,1,1,0,1,2,1,2,4,0,2,2,1,2
92,20170910011209,0,52.12,29.01,5.57,1.91,228.19,314.57,2017,2,2,2,2,3,3,0,7,1,1.0,38,73,210,24,92,6,2,1,1,1,0,1,2,1,1,4,1,2,2,2,1
93,20170910011230,0,50.54,31.14,3.57,2.28,154.98,262.67,2017,2,2,3,1,3,3,0,8,1,2.0,37,68,206,25,57,6,2,1,1,1,1,1,2,1,1,4,1,2,2,2,1
94,20170910011331,0,38.32,27.85,4.64,1.75,180.86,247.62,2017,2,2,1,20,3,3,0,6,1,1.0,25,73,210,24,92,6,2,1,1,1,0,1,3,1,0,4,1,2,2,1,4
95,20170910011373,0,18.93,22.03,4.04,1.75,179.69,233.74,2017,2,2,1,5,3,3,0,7,1,2.0,5,68,206,25,57,6,2,1,1,1,1,1,3,0,1,4,1,2,2,1,1
96,20170910011436,1,30.34,16.81,5.02,1.06,25.33,148.77,2017,2,6,1,10,3,10,1,8,0,2.0,75,72,224,22,92,6,2,1,1,1,0,0,2,2,0,4,1,3,2,2,2
97,20170910011457,1,31.26,29.12,5.8,0.28,347.27,3.51,2017,2,6,2,7,3,10,1,8,0,1.0,72,66,191,22,106,6,2,1,1,1,1,0,2,3,0,3,1,3,2,3,2
98,20170910011478,1,79.47,20.64,3.65,4.71,5.49,91.52,2017,2,6,1,10,3,10,1,8,0,1.0,26,72,224,22,92,6,2,1,1,1,0,0,2,2,1,3,1,3,2,2,2
99,20170910011499,1,83.36,24.5,4.19,2.73,14.01,98.11,2017,2,6,2,6,3,10,1,7,0,1.0,22,72,224,22,92,6,2,1,1,1,0,0,3,2,1,2,1,3,2,1,2
100,20170910011572,1,89.96,23.59,3.21,5.65,319.26,23.59,2017,2,6,1,10,3,10,1,8,0,2.0,15,66,191,22,106,6,2,1,1,1,0,0,2,2,1,4,0,3,2,3,2
101,20170910011593,1,96.08,30.12,4.41,3.51,10.03,110.62,2017,2,6,2,5,3,10,1,6,0,1.0,10,72,224,22,92,6,2,1,1,1,1,0,3,3,1,2,0,3,2,1,1
102,20170910011743,1,89.54,17.35,6.41,0.89,152.36,210.76,2017,3,6,2,10,10,10,0,7,1,1.0,75,72,224,22,92,6,2,1,1,1,0,0,2,1,1,4,1,3,2,2,2
103,20170910011785,1,74.09,37.04,6.89,1.41,223.4,345.02,2017,3,6,1,10,10,10,0,7,1,1.0,59,72,224,22,92,6,2,1,1,1,0,0,2,1,1,4,1,3,2,3,2
104,20170910011889,0,25.68,35.04,6.57,2.63,307.65,21.88,2017,3,2,1,10,10,10,0,7,0,1.0,80,68,206,25,57,6,2,1,1,1,0,1,2,0,2,4,1,2,2,2,2
105,20170910011995,1,69.78,23.07,7.06,1.11,132.64,201.25,2017,3,6,1,10,10,10,0,8,1,2.0,55,72,224,22,92,6,2,1,1,1,0,0,2,2,0,4,1,3,2,2,2
106,20170910012016,1,64.31,27.14,5.04,1.35,208.96,322.52,2017,3,6,2,5,10,10,0,7,1,2.0,50,72,224,22,92,6,2,1,1,1,0,0,2,2,0,4,1,3,2,1,1
107,20170910012141,0,30.6,29.33,6.43,0.54,334.01,33.92,2017,3,2,1,10,10,10,0,7,0,1.0,75,73,210,24,92,6,2,1,1,1,0,1,2,0,2,4,1,2,2,1,2
108,20170910012162,0,32.4,28.2,4.24,0.86,350.18,103.67,2017,3,2,2,9,10,10,0,6,0,1.0,74,68,206,25,57,6,2,1,1,1,0,1,3,1,1,4,0,2,2,1,2
109,20170910012231,0,46.15,28.56,3.05,3.81,345.64,64.78,2017,3,2,2,8,10,10,0,6,0,1.0,60,68,206,25,57,6,2,1,1,1,0,1,3,1,1,4,0,2,2,1,2
110,20170910012383,0,86.34,28.0,4.3,3.31,352.91,82.06,2017,3,2,1,20,10,10,0,6,0,1.0,20,68,206,25,57,6,2,1,1,1,0,1,2,0,2,4,1,2,2,2,4
111,20170910012525,1,85.56,23.51,5.92,1.9,120.15,192.74,2017,3,6,1,10,10,13,1,6,1,1.0,71,66,191,22,106,6,2,1,1,1,0,0,2,1,1,4,1,3,2,1,2
112,20170910012546,1,88.35,21.05,1.85,2.73,181.5,222.34,2017,3,6,2,13,10,13,1,5,1,1.0,74,66,191,22,106,6,2,1,1,1,0,0,3,2,1,2,1,3,2,1,3
113,20170910012578,1,70.52,23.15,4.7,3.68,150.97,237.17,2017,3,6,1,10,10,13,1,9,1,2.0,56,72,224,22,92,6,2,1,1,1,0,0,1,1,1,4,1,3,3,3,2
114,20170910013273,0,49.15,19.02,5.13,1.06,146.62,217.2,2017,4,2,1,10,17,20,0,7,1,1.0,35,68,206,25,57,6,2,1,1,1,0,1,2,1,2,4,0,2,2,1,2
115,20170910013353,0,37.34,28.44,4.78,1.94,208.7,314.63,2017,4,2,1,10,17,20,0,6,1,1.0,23,73,210,24,92,6,2,1,1,1,0,1,3,1,1,3,1,2,2,2,2
116,20170910020104,1,29.47,26.73,4.27,2.63,94.0,129.17,2017,1,7,2,10,0,0,0,7,0,1.0,75,73,230,24,22,7,3,1,1,2,1,1,2,1,1,4,0,2,3,1,2
117,20170910020125,1,41.8,23.67,5.32,2.4,111.16,148.38,2017,1,7,1,10,0,0,0,6,0,1.0,63,73,230,24,22,7,3,1,1,2,0,1,2,1,1,4,0,2,3,1,2
118,20170910020240,0,78.41,28.16,2.67,1.18,172.12,266.36,2017,1,3,1,10,0,0,0,7,1,2.0,64,70,225,26,118,7,3,1,1,2,0,1,2,2,2,3,0,2,2,3,2
119,20170910020284,0,73.83,31.68,4.34,3.3,188.21,296.77,2017,1,3,2,6,0,0,0,7,1,1.0,60,70,225,26,118,7,3,1,1,2,1,1,2,2,2,3,0,2,2,2,2
120,20170910020344,0,63.17,29.01,3.72,2.94,158.86,232.25,2017,1,3,1,10,0,0,0,8,1,1.0,48,70,225,26,118,7,3,1,1,2,0,1,2,2,2,3,0,2,2,2,2
121,20170910020394,0,51.6,24.49,2.21,3.19,167.0,233.25,2017,1,3,1,10,0,0,0,8,1,1.0,35,72,222,26,58,7,3,1,1,2,0,1,2,2,2,3,0,2,2,2,2
122,20170910020565,0,23.96,23.51,4.2,3.13,172.39,280.81,2017,1,3,2,10,0,0,0,6,1,1.0,11,68,200,32,123,7,3,1,1,2,0,1,4,4,0,2,0,2,1,2,2
123,20170910020801,0,67.24,28.58,5.09,4.22,126.15,186.22,2017,1,3,1,10,0,3,0,7,1,1.0,53,70,225,26,118,7,3,1,1,2,0,1,2,2,2,3,0,2,2,2,2
124,20170910021087,1,54.27,25.56,3.72,1.43,187.97,300.14,2017,2,7,2,7,0,3,1,7,1,1.0,39,73,230,24,22,7,3,1,1,2,0,1,2,1,1,4,0,2,3,1,2
125,20170910021274,0,31.39,29.39,3.66,3.21,327.82,40.25,2017,2,3,2,10,0,3,0,6,0,1.0,74,70,225,26,118,7,3,1,1,2,0,1,4,3,1,2,0,2,1,1,2
126,20170910021339,1,75.63,29.98,3.01,2.5,194.58,266.2,2017,2,7,1,10,0,3,1,7,1,2.0,60,73,230,24,22,7,3,1,1,2,0,1,2,1,1,4,0,2,3,1,2
127,20170910021462,0,28.52,33.41,4.77,2.13,316.16,44.62,2017,2,3,1,10,0,3,0,7,0,1.0,76,70,225,26,118,7,3,1,1,2,0,1,2,2,2,3,0,2,2,2,2
128,20170910021483,0,28.24,28.61,2.43,2.9,0.92,97.78,2017,2,3,2,9,0,3,0,6,0,1.0,75,70,225,26,118,7,3,1,1,2,1,1,4,3,1,2,0,2,1,1,2
129,20170910021528,0,52.96,23.31,3.53,3.48,352.29,97.64,2017,2,3,1,10,0,3,0,6,0,2.0,51,72,222,26,58,7,3,1,1,2,0,1,2,2,2,3,0,2,2,2,2
130,20170910021560,0,47.37,23.28,2.54,1.61,339.48,98.28,2017,2,3,1,16,0,3,0,6,0,1.0,57,72,222,26,58,7,3,1,1,2,0,1,2,2,2,3,0,2,2,2,3
131,20170910021733,0,102.96,30.97,3.82,2.76,347.35,74.66,2017,2,3,1,2,0,10,0,10,0,0.0,2,70,225,26,118,7,3,1,1,2,1,1,0,1,4,4,0,2,2,3,1
